,0,1,2,3,4,5,6,7,8,9,10
13633,meat,fruit/vegetable juice,,,,,,,,,
13634,soda,hard cheese,,,,,,,,,
13635,onions,flour,whipped/sour cream,,,,,,,,
13636,brown bread,bottled water,,,,,,,,,
13637,whole milk,yogurt,,,,,,,,,
13638,ham,instant coffee,,,,,,,,,
13639,canned beer,shopping bags,,,,,,,,,
13640,rolls/buns,root vegetables,,,,,,,,,
13641,other vegetables,soda,,,,,,,,,
13642,canned beer,fruit/vegetable juice,,,,,,,,,
13643,chewing gum,cream cheese ,waffles,,,,,,,,
13644,pastry,roll products ,,,,,,,,,
13645,whole milk,UHT-milk,,,,,,,,,
13646,rolls/buns,rolls/buns,,,,,,,,,
13647,rolls/buns,shopping bags,,,,,,,,,
13648,curd,soda,shopping bags,,,,,,,,
13649,white wine,whole milk,,,,,,,,,
13650,rolls/buns,rolls/buns,sugar,,,,,,,,
13651,photo/film,citrus fruit,chewing gum,,,,,,,,
13652,baking powder,bottled water,,,,,,,,,
13653,yogurt,frozen fish,chocolate,butter,,,,,,,
13654,hamburger meat,other vegetables,hygiene articles,popcorn,,,,,,,
13655,butter milk,zwieback,pot plants,,,,,,,,
13656,fruit/vegetable juice,rolls/buns,,,,,,,,,
13657,ice cream,yogurt,,,,,,,,,
13658,root vegetables,shopping bags,,,,,,,,,
13659,rolls/buns,frozen vegetables,,,,,,,,,
13660,grapes,whipped/sour cream,soda,,,,,,,,
13661,beef,oil,,,,,,,,,
13662,other vegetables,rolls/buns,,,,,,,,,
13663,meat,citrus fruit,pip fruit,other vegetables,,,,,,,
13664,whole milk,whole milk,,,,,,,,,
13665,hamburger meat,other vegetables,frozen dessert,oil,,,,,,,
13666,liquor,vinegar,,,,,,,,,
13667,rolls/buns,other vegetables,,,,,,,,,
13668,condensed milk,cat food,,,,,,,,,
13669,curd,soda,,,,,,,,,
13670,onions,coffee,,,,,,,,,
13671,white wine,cat food,,,,,,,,,
13672,frankfurter,grapes,,,,,,,,,
13673,photo/film,root vegetables,newspapers,,,,,,,,
13674,chocolate,margarine,bottled water,soda,,,,,,,
13675,processed cheese,rolls/buns,oil,flour,,,,,,,
13676,bottled beer,red/blush wine,,,,,,,,,
13677,sausage,yogurt,,,,,,,,,
13678,pork,bottled beer,beef,other vegetables,chocolate,snack products,other vegetables,frozen vegetables,,,
13679,canned beer,canned beer,,,,,,,,,
13680,other vegetables,pip fruit,frozen vegetables,,,,,,,,
13681,sausage,pastry,dish cleaner,,,,,,,,
13682,white wine,root vegetables,,,,,,,,,
13683,grapes,whole milk,,,,,,,,,
13684,frozen dessert,soda,,,,,,,,,
13685,sliced cheese,pasta,,,,,,,,,
13686,pork,specialty chocolate,,,,,,,,,
13687,soda,yogurt,,,,,,,,,
13688,frozen vegetables,dishes,root vegetables,pastry,,,,,,,
13689,cream cheese ,soda,,,,,,,,,
13690,whipped/sour cream,candy,,,,,,,,,
13691,hamburger meat,other vegetables,,,,,,,,,
13692,whole milk,butter,,,,,,,,,
13693,condensed milk,rolls/buns,organic products,,,,,,,,
13694,chicken,flower (seeds),onions,rolls/buns,,,,,,,
13695,other vegetables,salty snack,,,,,,,,,
13696,frozen meals,bottled water,,,,,,,,,
13697,canned beer,pip fruit,rolls/buns,brown bread,soft cheese,shopping bags,,,,,
13698,rolls/buns,sugar,,,,,,,,,
13699,pastry,other vegetables,other vegetables,butter milk,,,,,,,
13700,rolls/buns,rolls/buns,,,,,,,,,
13701,fruit/vegetable juice,flower (seeds),,,,,,,,,
13702,coffee,domestic eggs,,,,,,,,,
13703,canned beer,whole milk,,,,,,,,,
13704,citrus fruit,bottled water,,,,,,,,,
13705,beef,rolls/buns,,,,,,,,,
13706,rolls/buns,root vegetables,frozen vegetables,waffles,,,,,,,
13707,whole milk,cat food,,,,,,,,,
13708,shopping bags,cake bar,,,,,,,,,
13709,soda,rolls/buns,,,,,,,,,
13710,sausage,whole milk,,,,,,,,,
13711,frozen vegetables,dessert,,,,,,,,,
13712,yogurt,other vegetables,fruit/vegetable juice,,,,,,,,
13713,bottled beer,bottled water,,,,,,,,,
13714,root vegetables,whole milk,,,,,,,,,
13715,ham,instant coffee,margarine,beef,long life bakery product,whole milk,house keeping products,semi-finished bread,,,
13716,whipped/sour cream,butter milk,shopping bags,,,,,,,,
13717,rolls/buns,fruit/vegetable juice,,,,,,,,,
13718,canned beer,white wine,chocolate,,,,,,,,
13719,soda,waffles,,,,,,,,,
13720,sausage,rolls/buns,,,,,,,,,
13721,beef,other vegetables,,,,,,,,,
13722,frankfurter,condensed milk,,,,,,,,,
13723,rolls/buns,cream cheese ,,,,,,,,,
13724,root vegetables,other vegetables,,,,,,,,,
13725,chicken,waffles,,,,,,,,,
13726,long life bakery product,newspapers,,,,,,,,,
13727,other vegetables,frozen vegetables,,,,,,,,,
13728,whole milk,kitchen towels,,,,,,,,,
13729,tropical fruit,pastry,,,,,,,,,
13730,specialty chocolate,domestic eggs,,,,,,,,,
13731,whole milk,other vegetables,,,,,,,,,
13732,whole milk,whipped/sour cream,,,,,,,,,
13733,mustard,whole milk,,,,,,,,,
13734,whole milk,root vegetables,newspapers,,,,,,,,
13735,sausage,whole milk,,,,,,,,,
13736,sausage,flower (seeds),,,,,,,,,
13737,curd,whipped/sour cream,,,,,,,,,
13738,other vegetables,whole milk,,,,,,,,,
13739,soda,canned fish,,,,,,,,,
13740,house keeping products,domestic eggs,,,,,,,,,
13741,sausage,whole milk,rolls/buns,,,,,,,,
13742,hamburger meat,newspapers,,,,,,,,,
13743,frankfurter,instant coffee,root vegetables,coffee,instant coffee,sugar,rolls/buns,,,,
13744,cream cheese ,chocolate,,,,,,,,,
13745,whole milk,other vegetables,,,,,,,,,
13746,frankfurter,UHT-milk,fruit/vegetable juice,,,,,,,,
13747,curd,specialty chocolate,flour,,,,,,,,
13748,whole milk,specialty chocolate,,,,,,,,,
13749,bottled water,processed cheese,,,,,,,,,
13750,seasonal products,other vegetables,,,,,,,,,
13751,dishes,salty snack,,,,,,,,,
13752,bottled water,whole milk,,,,,,,,,
13753,coffee,specialty fat,,,,,,,,,
13754,yogurt,rolls/buns,,,,,,,,,
13755,coffee,citrus fruit,other vegetables,fruit/vegetable juice,,,,,,,
13756,pip fruit,pastry,,,,,,,,,
13757,margarine,rolls/buns,,,,,,,,,
13758,domestic eggs,other vegetables,,,,,,,,,
13759,sausage,sausage,frankfurter,sausage,whole milk,other vegetables,hygiene articles,shopping bags,shopping bags,,
13760,butter,whole milk,,,,,,,,,
13761,detergent,rolls/buns,,,,,,,,,
13762,frankfurter,rolls/buns,salt,,,,,,,,
13763,citrus fruit,soap,,,,,,,,,
13764,bottled beer,pip fruit,condensed milk,pot plants,cling film/bags,soda,shopping bags,,,,
13765,meat,whole milk,shopping bags,,,,,,,,
13766,beef,potato products,,,,,,,,,
13767,beef,shopping bags,,,,,,,,,
13768,salty snack,white wine,,,,,,,,,
13769,pip fruit,pudding powder,,,,,,,,,
13770,whipped/sour cream,detergent,,,,,,,,,
13771,pork,frankfurter,other vegetables,potato products,,,,,,,
13772,chicken,waffles,pip fruit,tropical fruit,pastry,bottled water,shopping bags,bottled water,,,
13773,white wine,chocolate marshmallow,,,,,,,,,
13774,grapes,waffles,soda,,,,,,,,
13775,root vegetables,yogurt,,,,,,,,,
13776,bottled beer,pip fruit,,,,,,,,,
13777,bottled water,bottled water,,,,,,,,,
13778,shopping bags,napkins,,,,,,,,,
13779,cookware,sausage,soda,spices,,,,,,,
13780,citrus fruit,whole milk,white bread,cat food,brown bread,bottled beer,,,,,
13781,citrus fruit,toilet cleaner,,,,,,,,,
13782,coffee,root vegetables,,,,,,,,,
13783,sausage,other vegetables,,,,,,,,,
13784,cling film/bags,domestic eggs,domestic eggs,,,,,,,,
13785,oil,flour,,,,,,,,,
13786,chicken,specialty chocolate,,,,,,,,,
13787,pot plants,coffee,rolls/buns,hard cheese,,,,,,,
13788,specialty bar,specialty chocolate,,,,,,,,,
13789,curd cheese,UHT-milk,,,,,,,,,
13790,soda,red/blush wine,,,,,,,,,
13791,frankfurter,tropical fruit,,,,,,,,,
13792,whipped/sour cream,root vegetables,,,,,,,,,
13793,citrus fruit,soda,whipped/sour cream,,,,,,,,
13794,whole milk,shopping bags,,,,,,,,,
13795,oil,specialty vegetables,,,,,,,,,
13796,specialty chocolate,white bread,shopping bags,,,,,,,,
13797,soft cheese,pip fruit,,,,,,,,,
13798,hamburger meat,hygiene articles,,,,,,,,,
13799,rolls/buns,pet care,,,,,,,,,
13800,yogurt,root vegetables,,,,,,,,,
13801,berries,whole milk,sugar,,,,,,,,
13802,waffles,tropical fruit,hard cheese,pickled vegetables,,,,,,,
13803,whole milk,rolls/buns,,,,,,,,,
13804,whipped/sour cream,margarine,,,,,,,,,
13805,sausage,other vegetables,,,,,,,,,
13806,sausage,whole milk,,,,,,,,,
13807,tropical fruit,other vegetables,,,,,,,,,
13808,chocolate,citrus fruit,yogurt,,,,,,,,
13809,soda,processed cheese,,,,,,,,,
13810,meat,domestic eggs,,,,,,,,,
13811,bottled water,fruit/vegetable juice,cat food,,,,,,,,
13812,soda,other vegetables,frozen vegetables,,,,,,,,
13813,fruit/vegetable juice,cat food,,,,,,,,,
13814,root vegetables,sausage,condensed milk,other vegetables,canned beer,white bread,hard cheese,frozen vegetables,,,
13815,yogurt,dessert,,,,,,,,,
13816,pip fruit,other vegetables,,,,,,,,,
13817,chicken,rolls/buns,,,,,,,,,
13818,soda,pastry,,,,,,,,,
13819,cling film/bags,UHT-milk,pastry,,,,,,,,
13820,canned beer,domestic eggs,,,,,,,,,
13821,chicken,butter,,,,,,,,,
13822,whole milk,softener,sliced cheese,,,,,,,,
13823,rolls/buns,rolls/buns,,,,,,,,,
13824,salty snack,condensed milk,,,,,,,,,
13825,whole milk,specialty chocolate,,,,,,,,,
13826,soda,shopping bags,other vegetables,rolls/buns,,,,,,,
13827,frozen chicken,white wine,,,,,,,,,
13828,grapes,processed cheese,,,,,,,,,
13829,citrus fruit,root vegetables,,,,,,,,,
13830,curd,cream cheese ,hygiene articles,,,,,,,,
13831,citrus fruit,tropical fruit,UHT-milk,cat food,chocolate,root vegetables,rolls/buns,sweet spreads,,,
13832,bottled beer,shopping bags,,,,,,,,,
13833,bottled beer,pastry,,,,,,,,,
13834,onions,root vegetables,,,,,,,,,
13835,whole milk,bottled beer,,,,,,,,,
13836,fruit/vegetable juice,female sanitary products,,,,,,,,,
13837,canned beer,whipped/sour cream,,,,,,,,,
13838,frankfurter,frankfurter,butter,domestic eggs,margarine,other vegetables,,,,,
13839,tropical fruit,whipped/sour cream,whipped/sour cream,,,,,,,,
13840,newspapers,shopping bags,,,,,,,,,
13841,onions,bottled beer,yogurt,rolls/buns,,,,,,,
13842,citrus fruit,sausage,brown bread,,,,,,,,
13843,canned beer,citrus fruit,,,,,,,,,
13844,rolls/buns,misc. beverages,,,,,,,,,
13845,ice cream,whole milk,,,,,,,,,
13846,hamburger meat,oil,,,,,,,,,
13847,pork,beverages,frozen fish,,,,,,,,
13848,rolls/buns,domestic eggs,,,,,,,,,
13849,other vegetables,soda,,,,,,,,,
13850,beef,butter,,,,,,,,,
13851,pet care,beef,,,,,,,,,
13852,root vegetables,yogurt,soda,shopping bags,oil,shopping bags,,,,,
13853,yogurt,margarine,newspapers,,,,,,,,
13854,pork,canned beer,,,,,,,,,
13855,tropical fruit,brandy,whole milk,canned fish,,,,,,,
13856,oil,ready soups,,,,,,,,,
13857,root vegetables,rolls/buns,whole milk,,,,,,,,
13858,chewing gum,citrus fruit,,,,,,,,,
13859,butter milk,bottled water,shopping bags,,,,,,,,
13860,semi-finished bread,bottled water,,,,,,,,,
13861,other vegetables,whole milk,,,,,,,,,
13862,hamburger meat,whole milk,,,,,,,,,
13863,onions,bottled water,pastry,,,,,,,,
13864,prosecco,rolls/buns,specialty chocolate,white bread,,,,,,,
13865,cleaner,curd,,,,,,,,,
13866,newspapers,newspapers,,,,,,,,,
13867,sauces,misc. beverages,,,,,,,,,
13868,soda,abrasive cleaner,seasonal products,,,,,,,,
13869,coffee,cat food,,,,,,,,,
13870,frankfurter,whole milk,red/blush wine,rolls/buns,,,,,,,
13871,hamburger meat,curd,,,,,,,,,
13872,pasta,sausage,rolls/buns,root vegetables,flower (seeds),,,,,,
13873,whole milk,bottled beer,,,,,,,,,
13874,other vegetables,baking powder,,,,,,,,,
13875,ham,cream cheese ,,,,,,,,,
13876,sausage,bottled water,whole milk,ketchup,soda,chewing gum,,,,,
13877,whole milk,dessert,,,,,,,,,
13878,coffee,whole milk,,,,,,,,,
13879,soda,soda,pip fruit,popcorn,soda,pasta,whole milk,dental care,,,
13880,whole milk,dessert,,,,,,,,,
13881,pot plants,grapes,brown bread,other vegetables,kitchen towels,,,,,,
13882,soda,yogurt,,,,,,,,,
13883,berries,other vegetables,,,,,,,,,
13884,chewing gum,hamburger meat,candy,coffee,,,,,,,
13885,pip fruit,whole milk,whole milk,,,,,,,,
13886,tropical fruit,butter,,,,,,,,,
13887,hard cheese,mayonnaise,,,,,,,,,
13888,rolls/buns,chewing gum,,,,,,,,,
13889,tropical fruit,frozen vegetables,,,,,,,,,
13890,female sanitary products,pot plants,,,,,,,,,
13891,sausage,canned beer,,,,,,,,,
13892,zwieback,cream cheese ,,,,,,,,,
13893,frozen meals,whole milk,,,,,,,,,
13894,sausage,chocolate,,,,,,,,,
13895,whole milk,fruit/vegetable juice,,,,,,,,,
13896,soda,root vegetables,,,,,,,,,
13897,pastry,frozen fish,,,,,,,,,
13898,pork,brown bread,,,,,,,,,
13899,sausage,citrus fruit,butter,specialty bar,salty snack,,,,,,
13900,meat,other vegetables,canned beer,,,,,,,,
13901,ham,processed cheese,,,,,,,,,
13902,citrus fruit,other vegetables,,,,,,,,,
13903,other vegetables,pasta,,,,,,,,,
13904,beef,root vegetables,,,,,,,,,
13905,other vegetables,salty snack,pickled vegetables,,,,,,,,
13906,pork,domestic eggs,,,,,,,,,
13907,cat food,pasta,,,,,,,,,
13908,pork,root vegetables,,,,,,,,,
13909,yogurt,other vegetables,,,,,,,,,
13910,whole milk,domestic eggs,,,,,,,,,
13911,pastry,whole milk,,,,,,,,,
13912,frankfurter,napkins,,,,,,,,,
13913,pork,newspapers,,,,,,,,,
13914,whole milk,cat food,,,,,,,,,
13915,pip fruit,newspapers,,,,,,,,,
13916,whole milk,butter milk,,,,,,,,,
13917,other vegetables,whipped/sour cream,,,,,,,,,
13918,bottled water,frozen dessert,newspapers,,,,,,,,
13919,beef,bottled beer,herbs,,,,,,,,
13920,misc. beverages,bottled water,,,,,,,,,
13921,pastry,specialty chocolate,,,,,,,,,
13922,sausage,softener,,,,,,,,,
13923,specialty fat,pet care,,,,,,,,,
13924,root vegetables,margarine,rolls/buns,,,,,,,,
13925,soda,snack products,,,,,,,,,
13926,chewing gum,newspapers,newspapers,,,,,,,,
13927,grapes,napkins,,,,,,,,,
13928,sausage,bottled beer,,,,,,,,,
13929,soda,semi-finished bread,coffee,,,,,,,,
13930,newspapers,waffles,salty snack,,,,,,,,
13931,pip fruit,tropical fruit,whole milk,,,,,,,,
13932,canned beer,citrus fruit,,,,,,,,,
13933,tropical fruit,yogurt,brown bread,shopping bags,,,,,,,
13934,citrus fruit,hygiene articles,,,,,,,,,
13935,bottled water,salty snack,,,,,,,,,
13936,pork,sausage,frankfurter,other vegetables,pork,curd,flower soil/fertilizer,curd,margarine,,
13937,whole milk,coffee,,,,,,,,,
13938,whole milk,detergent,yogurt,fruit/vegetable juice,,,,,,,
13939,tropical fruit,pip fruit,,,,,,,,,
13940,chocolate,pasta,,,,,,,,,
13941,frankfurter,yogurt,,,,,,,,,
13942,tropical fruit,specialty bar,,,,,,,,,
13943,other vegetables,whole milk,,,,,,,,,
13944,tropical fruit,bottled water,,,,,,,,,
13945,rolls/buns,oil,,,,,,,,,
13946,UHT-milk,soft cheese,,,,,,,,,
13947,chocolate,baking powder,,,,,,,,,
13948,beverages,other vegetables,,,,,,,,,
13949,soda,curd,rolls/buns,,,,,,,,
13950,cream cheese ,semi-finished bread,,,,,,,,,
13951,processed cheese,specialty bar,,,,,,,,,
13952,fruit/vegetable juice,tropical fruit,,,,,,,,,
13953,pastry,other vegetables,,,,,,,,,
13954,rolls/buns,rolls/buns,,,,,,,,,
13955,sausage,canned vegetables,margarine,,,,,,,,
13956,bottled water,grapes,,,,,,,,,
13957,sausage,canned beer,rum,spices,,,,,,,
13958,hygiene articles,frozen dessert,,,,,,,,,
13959,tropical fruit,skin care,,,,,,,,,
13960,hamburger meat,yogurt,,,,,,,,,
13961,sausage,other vegetables,,,,,,,,,
13962,whole milk,bottled water,,,,,,,,,
13963,other vegetables,rolls/buns,,,,,,,,,
13964,root vegetables,rice,,,,,,,,,
13965,tropical fruit,pastry,,,,,,,,,
13966,citrus fruit,hamburger meat,,,,,,,,,
13967,sausage,whole milk,,,,,,,,,
13968,other vegetables,soft cheese,,,,,,,,,
13969,brown bread,shopping bags,,,,,,,,,
13970,rolls/buns,cat food,,,,,,,,,
13971,butter milk,whole milk,white bread,rolls/buns,,,,,,,
13972,rolls/buns,whole milk,,,,,,,,,
13973,whole milk,tropical fruit,,,,,,,,,
13974,whole milk,liquor (appetizer),,,,,,,,,
13975,other vegetables,chicken,,,,,,,,,
13976,other vegetables,rolls/buns,beverages,,,,,,,,
13977,bottled water,root vegetables,,,,,,,,,
13978,rolls/buns,root vegetables,yogurt,,,,,,,,
13979,frankfurter,whole milk,,,,,,,,,
13980,pastry,soda,instant coffee,,,,,,,,
13981,white bread,pip fruit,,,,,,,,,
13982,beef,chocolate marshmallow,margarine,,,,,,,,
13983,other vegetables,rolls/buns,,,,,,,,,
13984,whole milk,butter,,,,,,,,,
13985,shopping bags,fruit/vegetable juice,,,,,,,,,
13986,salt,frozen vegetables,,,,,,,,,
13987,whole milk,root vegetables,,,,,,,,,
13988,other vegetables,sliced cheese,,,,,,,,,
13989,rolls/buns,yogurt,napkins,yogurt,candy,sliced cheese,,,,,
13990,soda,napkins,,,,,,,,,
13991,beef,curd cheese,,,,,,,,,
13992,pip fruit,shopping bags,,,,,,,,,
13993,pip fruit,nuts/prunes,bottled beer,,,,,,,,
13994,soda,other vegetables,,,,,,,,,
13995,sausage,pork,yogurt,napkins,,,,,,,
13996,tropical fruit,rolls/buns,,,,,,,,,
13997,roll products ,whole milk,tropical fruit,rolls/buns,rolls/buns,,,,,,
13998,brown bread,honey,pet care,,,,,,,,
13999,bottled water,rolls/buns,,,,,,,,,
14000,sliced cheese,skin care,,,,,,,,,
14001,specialty chocolate,hamburger meat,frozen fish,,,,,,,,
14002,curd,whole milk,,,,,,,,,
14003,pastry,seasonal products,,,,,,,,,
14004,other vegetables,curd,,,,,,,,,
14005,beef,onions,,,,,,,,,
14006,butter,other vegetables,soda,yogurt,UHT-milk,,,,,,
14007,pork,root vegetables,,,,,,,,,
14008,sausage,grapes,,,,,,,,,
14009,bottled beer,dog food,,,,,,,,,
14010,other vegetables,whole milk,,,,,,,,,
14011,flour,yogurt,,,,,,,,,
14012,onions,soda,,,,,,,,,
14013,dessert,whole milk,,,,,,,,,
14014,rolls/buns,dog food,,,,,,,,,
14015,bottled water,UHT-milk,,,,,,,,,
14016,coffee,other vegetables,margarine,domestic eggs,,,,,,,
14017,onions,waffles,,,,,,,,,
14018,ice cream,butter,,,,,,,,,
14019,frozen vegetables,flower (seeds),,,,,,,,,
14020,sausage,fruit/vegetable juice,chewing gum,,,,,,,,
14021,chicken,whole milk,whole milk,chewing gum,,,,,,,
14022,beef,finished products,,,,,,,,,
14023,other vegetables,whole milk,,,,,,,,,
14024,oil,citrus fruit,,,,,,,,,
14025,white wine,pastry,hard cheese,coffee,hygiene articles,,,,,,
14026,ham,meat,,,,,,,,,
14027,beverages,citrus fruit,tropical fruit,ready soups,canned fish,soda,,,,,
14028,soda,other vegetables,,,,,,,,,
14029,soda,napkins,,,,,,,,,
14030,nuts/prunes,coffee,,,,,,,,,
14031,sausage,pastry,bottled beer,UHT-milk,,,,,,,
14032,whole milk,domestic eggs,chocolate marshmallow,,,,,,,,
14033,frankfurter,other vegetables,,,,,,,,,
14034,other vegetables,yogurt,salty snack,,,,,,,,
14035,hamburger meat,soda,,,,,,,,,
14036,frankfurter,whole milk,fruit/vegetable juice,candy,,,,,,,
14037,citrus fruit,onions,salty snack,brown bread,,,,,,,
14038,cat food,soda,,,,,,,,,
14039,soft cheese,bottled water,,,,,,,,,
14040,pip fruit,pastry,,,,,,,,,
14041,soft cheese,long life bakery product,,,,,,,,,
14042,ham,rolls/buns,canned fish,shopping bags,,,,,,,
14043,bottled beer,rolls/buns,soda,,,,,,,,
14044,pastry,shopping bags,,,,,,,,,
14045,margarine,newspapers,,,,,,,,,
14046,sausage,sugar,semi-finished bread,,,,,,,,
14047,hygiene articles,bottled water,,,,,,,,,
14048,ham,cake bar,whole milk,,,,,,,,
14049,frozen vegetables,yogurt,,,,,,,,,
14050,meat,ham,,,,,,,,,
14051,tropical fruit,pastry,,,,,,,,,
14052,pip fruit,soft cheese,,,,,,,,,
14053,root vegetables,other vegetables,bottled beer,softener,,,,,,,
14054,other vegetables,cream cheese ,tropical fruit,root vegetables,specialty chocolate,,,,,,
14055,frankfurter,baking powder,shopping bags,,,,,,,,
14056,other vegetables,whole milk,,,,,,,,,
14057,pork,newspapers,napkins,,,,,,,,
14058,chicken,root vegetables,yogurt,,,,,,,,
14059,rolls/buns,fruit/vegetable juice,,,,,,,,,
14060,soda,soda,,,,,,,,,
14061,finished products,dessert,,,,,,,,,
14062,tropical fruit,mustard,,,,,,,,,
14063,root vegetables,dessert,,,,,,,,,
14064,tropical fruit,root vegetables,detergent,,,,,,,,
14065,yogurt,brown bread,,,,,,,,,
14066,pork,whipped/sour cream,,,,,,,,,
14067,yogurt,whipped/sour cream,,,,,,,,,
14068,flour,pork,butter,shopping bags,hard cheese,,,,,,
14069,butter,candy,,,,,,,,,
14070,soft cheese,rolls/buns,,,,,,,,,
14071,chicken,soda,,,,,,,,,
14072,meat,whipped/sour cream,,,,,,,,,
14073,liver loaf,pip fruit,,,,,,,,,
14074,yogurt,UHT-milk,dessert,frozen dessert,,,,,,,
14075,whole milk,white wine,,,,,,,,,
14076,root vegetables,fruit/vegetable juice,specialty chocolate,,,,,,,,
14077,meat,rolls/buns,frozen potato products,,,,,,,,
14078,soups,sugar,seasonal products,bottled beer,,,,,,,
14079,whole milk,citrus fruit,long life bakery product,salty snack,chocolate,,,,,,
14080,other vegetables,finished products,beef,whole milk,chocolate,sugar,,,,,
14081,canned beer,rolls/buns,baking powder,,,,,,,,
14082,beef,whole milk,,,,,,,,,
14083,whipped/sour cream,curd,,,,,,,,,
14084,fruit/vegetable juice,pot plants,,,,,,,,,
14085,tropical fruit,coffee,red/blush wine,,,,,,,,
14086,other vegetables,whipped/sour cream,,,,,,,,,
14087,tropical fruit,frozen fish,bottled water,,,,,,,,
14088,misc. beverages,pip fruit,,,,,,,,,
14089,soda,herbs,canned beer,soda,seasonal products,dishes,yogurt,mayonnaise,flower (seeds),,
14090,frozen meals,yogurt,,,,,,,,,
14091,rolls/buns,bottled beer,white bread,,,,,,,,
14092,pasta,root vegetables,,,,,,,,,
14093,pip fruit,butter,,,,,,,,,
14094,fruit/vegetable juice,spices,,,,,,,,,
14095,chewing gum,root vegetables,frozen vegetables,,,,,,,,
14096,frankfurter,frankfurter,ham,beef,baby cosmetics,other vegetables,domestic eggs,artif. sweetener,margarine,,
14097,dessert,curd,whole milk,bottled water,,,,,,,
